"Participante","Canal","Valido","Estacionario","Grupo","Etapa","Indice"
12,"LOG",1,0,1,0,10
12,"LOG",1,1,1,1,11
12,"LOG",1,1,1,1,12
12,"LOG",1,0,1,1,13
12,"LOG",1,1,1,1,14
12,"LOG",1,0,1,1,15
12,"LOG",1,0,1,1,16
12,"LOG",1,1,1,1,17
12,"LOG",1,0,1,1,18
12,"LOG",1,0,1,1,19
12,"LOG",1,1,1,1,20
12,"ROG",1,1,1,0,1
12,"ROG",1,0,1,0,2
12,"ROG",1,1,1,0,3
12,"ROG",1,1,1,0,4
12,"ROG",1,1,1,0,5
12,"ROG",1,1,1,0,6
12,"ROG",1,0,1,0,7
12,"ROG",1,0,1,0,8
12,"ROG",1,0,1,0,9
12,"ROG",1,0,1,0,10
12,"ROG",1,1,1,1,11
12,"ROG",1,1,1,1,12
12,"ROG",1,0,1,1,13
12,"ROG",1,1,1,1,14
12,"ROG",1,0,1,1,15
12,"ROG",1,0,1,1,16
12,"ROG",1,1,1,1,17
12,"ROG",1,1,1,1,18
12,"ROG",1,0,1,1,19
12,"ROG",1,1,1,1,20
12,"EMG",1,0,1,0,1
12,"EMG",1,0,1,0,2
12,"EMG",1,0,1,0,3
12,"EMG",1,0,1,0,4
12,"EMG",1,0,1,0,5
12,"EMG",1,0,1,0,6
12,"EMG",1,0,1,0,7
12,"EMG",1,0,1,0,8
12,"EMG",1,0,1,0,9
12,"EMG",1,0,1,0,10
12,"EMG",1,0,1,1,11
12,"EMG",1,0,1,1,12
12,"EMG",1,0,1,1,13
12,"EMG",1,0,1,1,14
12,"EMG",1,0,1,1,15
12,"EMG",1,0,1,1,16
12,"EMG",1,0,1,1,17
12,"EMG",1,0,1,1,18
12,"EMG",1,1,1,1,19
12,"EMG",1,0,1,1,20
